,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAXONOMY,,,RANGE,,AGE and GROWTH,,,,,,,,,,,,,,,,,,,,,,REPRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DISPERSAL & RECRUITMENT,,,,HABITAT ASSOCIATION & TROPHIC INTERACTIONS,,,,,,,,,,,,,,,,,,,,,GENETICS,,,,,,,,,RECRUITMENT INTO FISHERY,,,,,,MORTALITY,,,,,,,BEHAVIOR,,,,,,,
Cottidae,"Scorpaenichthys marmoratus3,4","cabezon3,4,5; giant marbled sculpin1,2,3","Sitka, Alaska to Pt. Abreojos, central Baja California 1,2,3","Intertidal to 82 m (250 ft)1,2",1 W = 1.85 x 10-5 TL 2.9836,1 SL = 0.83 TL,1 99 cm TL (39 in),"1 Puget Sound, WA (TL)",690.25 (NG),740.87 (NG),NG,0.241 (NG),0.354 (NG),NG,-1.23 (NG),0.84 (NG),NG,NG,NG,NG,1 Otoliths/whole; fin rays/sectioned (n=87),No,between structures,NF,1 Male: 17 yr (648 mm TL)                  Female: 16 yr (725 mm TL),NF,Dioecious,Polygynous 1,Oviparous 1,"Male: guard nest1,2","Female: larger, older 1",Juveniles: silver-red 1,1 34.3 cm TL (2 yr),1 44.5 cm TL (3 yr),NG,NG,NG,NG,NG,NF,British Columbia 1,,,,,,,,,,,,,"batch spawner1,3",1 26.4 - 14.5 per batch (2.5 - 10.5 kg TW),NF,1 # eggs = 0.29 TL - 87.54                             (range: 500 - 775 mm TL),1 2-3 weeks,Nov - Mar 1,"1 40 mm TL (~ 3-4 months), tidepools",NF,1 1.4 - 1.7 mm,NG 1,eggs toxic to man 1,1 10-40 mm TL,planktonic 1,copepods (crustaceans) 1,NF,NF,NF,1 41-200 mm TL (arbitrary: juvs),demersal; hard bottoms; tidepools 1,"carnivore: Crustacea, fish 1",NF,NF,"sea otters, pigeon guillemots, least terns, Brandt's cormorants 7",1 401-720 mm TL (arbitrary),demersal; hard bottoms1,"carnivore: Crustacea, Mollusca, fish, eggs 1",NF,NF,"sea otters, pigeon guillemots, least terns, Brandt's cormorants 8",NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,NF,Parasite: Nematode (Capillaria margolisi) in pyloric caeca1,1 0 naut mi,NF,NF,NF,NF,
," (Hemitripterus marmoratus)1, 2","[bullhead, blue cod, sculpin, giant sculpin, marble sculpin, bull cod, salpa, scorpion, biggyhead, scaleless sculpin] 3", ,Max @ 110 m (335 ft)3,2 W = 6.84 x 10-6 TL 3.16,,,"2 central Cal, S Cal, & Baja (TL)",604 (NG),760 (NG),NG,0.83 (NG),0.91 (NG),NG,NG,NG,NG,NG,NG,NG,2 otoliths/whole (n=105),No,intrareader,,2 Male: 9+ yr (531 mm TL)                  Female: 13+ yr (720 mm TL),,,,,tend eggs laid on Iridaea splendens 5,Female: larger 2,"Male: (adult): red                       Female: (adult): green 1,2",2 ~33.9 cm TL (2+ yr),2 ~44.5 cm TL (3+ yr),NG,NG,Otoliths / whole,No,between structures,,British Columbia 2,,,,,,,,,,,,,at least twice during spawning season2,2 34.8 - 21.0 per batch (1.4 - 4.6 kg TW),,2 Y = 27.3 + 1.53X                        (range: 1.4 - 4.6 kg TW;                     Y = 1000's of eggs; X = 100's of g TW),,3-4 months 3,,,2 <0.40 - 1.5 mm,NG 2,"eggs toxic to lab animals 1,3,5,6,7",2 4-35 mm SL (hatch at 4-6 mm),pelagic (Oregon <65 km offshore) 2,NG 2,,,,1 201-400 mm TL (arbitrary: pre-adults),demersal; hard bottoms; tidepools 1,"carnivore: Crustacea, Mollusca, fish 1",,,,1 £488 mm,tidepools 1,NG 1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parasite: Protozoa, Sarcomastigophora (Trypanoplasma beckeri) in blood and body fluids 7",,,,,,
,,"[cab, caby, cabezony, bullhead] 6",,,7 Male: W = 2.546 x 10-6 TL 3.307             Female: W = 8.780 x 10-6 TL 3.113                 Both: W = 5.498 x 10-6 TL 3.185,,,"1 O'Connell's data (central Cal, S Cal, Baja) recalculated",536 (NG),679 (NG),NG,0.457 (NG),0.230 (NG),NG,NG,NG,NG,NG,NG,NG,1 otoliths/whole (n=105),No,NG,,,,,,,,,"Both sexes: (Non-breeding adults): white1,2",,,,,,,,,"southern Strait of Georgia, B.C. 3",,,,,,,,,,,,,,,,,,,,,3 1.4 - 1.9 mm,"demersal, adhesive, attached eggs 3",eggs avoided by natural predators 2,3 NG,pelagic 3,NG 3,,,,17 200-499 mm SL (juv & adult ),S Cal rocky inshore and kep beds 17,"cephalopods (octopus, squid), crabs (cancroid, spider), crustaceans, shrimp, fish, algae (red & green), gastropods, lamellibranchs 17",,,,19 NG,"Nanaimo, B.C. 19","carnivore: fish (Hemilepidotus hemilepidotus, fish eggs, small perch), crabs (Epialtus, Cancer, Hemigrapsus), shrimp 19",,,,,,,,,,,,,,,,,,,,,,,,,,,"Parasite and vector for T. beckeri: Leech, Hirudinea, Piscicolidae (Malmiana diminuta) 7",,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Male: (near spawning females): brown,red,black                      Male: (nesting): white                    Female (adult): turquoise-green 3",,,,,,,,,"Puget Sound, WA 4,5",,,*****,*****,,,,,,,,,,,,,,,,,4 1.5 mm,"hard surfaces (rock, iron, steel, wood) 15","Artedius harringtoni, Embiotoca lateralis, Damalichthys vacca, other male cabezon 4",6 hatch: 3.1-4.8 mm TL,NG 6,NG 6,,,,19 NG,"Diablo Cove, CA 19","fish (incl juv rockfish), crustaceans, mollusks, Octopus sp, see ref for more ID 19",,,,20 NG (Adult),Kelp bed bottom 20,mesocarnivore 20,,,,,,,,,,,,,,,,,,,,,,,,,,,Parasite: trematode (Genolinea robusta) in stomach 9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"central CA 4,5",,,,,,,,,,,,*****,,,,,,,,,5 1.5 - 1.6 mm,5 NG,,10 8 - 17 mm FL,"pelagic, surface 10","barnacle larvae (Cirripedia: Balanus cypris stage), copepod (nauplii, Copepodites, Pseudocalanus minutus), amphipod (Parathemisto pacifica), decapod (Brachyura zoea), Euphausiacea (furcilia), fish (Atheresthes stomias) 10",,,,,,,,,,17 200-499 mm SL (juv & adult ),S Cal rocky inshore and kelp beds 17,"cephalopods (octopus, squid), crabs (cancroid, spider), crustaceans, shrimp, fish, algae (red & green), gastropods, lamellibranchs 17",,,,,,,,,,,,,,,,,,,,,,,,,,,Parasite: copepod (Chondracanthus gracilis) in gill cavity 10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,central CA 6,*****,,,,,,,,,,,,,,,,,,,,7 NG,"demersal, adhesive, clusters 7",,11 14 - 22 mm FL,"pelagic, surface 11","copepods, fish (Stichaeidae) 11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parasite: copepod (Chondracanthus pinguis) 10,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 nests: 46 cm diam (5 - 10 cm thick),"intertidal, under rocks, deep crevices, subtidal 13",,12 3 - 6 mm SL (hatching); 14 mm SL (transformation),pelagic until ~35 mm 12,NG 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parasites: 11 Families; ~18 Species; See Refs 11,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 NG,algae (Iridaea splendens) 14,,13 6 mm TL (hatching),NG 13,NG 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 NG,"cluster of egg masses on moderately exposed bedrock, 4 m depth 16",,14 6-9 mm FL,"surface waters, Saanich Inlet, Vancouver Isl. 14",copepod nauplii 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1 - Lea and Eschmeyer 1988,1 - Clemens and Wilby 1961,1 - Miller and Lea 1972,1 - Miller and Lea 1972,1 - O'Connell 1953,1 - O'Connell 1953,1 - Miller and Lea 1972,1 - Lauth 1987,,,,,,,,,,,,,1 - O'Connell 1953,,,,1 - Lauth 1987,,,1 - Lauth 1987,1 - Matarese et al. 1989,1 - Feder et al. 1974,1 - O'Connell 1953,1 - O'Connell 1953,1 - Fitch and Lavenberg 1971,1 - Fitch and Lavenberg 1971,,,1 - Fitch and Lavenberg 1971,1 - Fitch and Lavenberg 1971,1 - Fitch and Lavenberg 1971,,1 - Hart 1973,,,,,,,,,,,,,1 - O'Connell 1953,1 - Lauth 1988 (TW = total weight),,1 - Lauth 1988,1 - O'Connell 1953,1 - O'Connell 1953,1 - O'Connell 1953,,1 - O'Connell 1953,1 - O'Connell 1953,1 - Hubbs and Wick 1951,1 - O'Connell 1953,1 - O'Connell 1953,1 - O'Connell 1953,,,1 - Cass et al. 1990,1 - O'Connell 1953,1 - O'Connell 1953,1 - O'Connell 1953,,,1 - Girard 1858,1 - O'Connell 1953,1 - O'Connell 1953,1 - O'Connell 1953,,1 - DeMartini and Patten 1979,1 - Girard 1858,,,,,,,,,,,,,,,,,,,,,,,,1 - Moravec and McDonald 1981,1 - Lea et al. 1999,1 - Yoklavich et al. 1991,,,,
,2 - Eschmeyer 1998,2 - Pillsbury 1957,2 - Eschmeyer and Herald 1983,2 - Eschmeyer and Herald 1983,2 - Lauth 1987,2 - Karpov and Kwiecien 1988,2 - Hart 1973,2 - O'Connell 1953,,,,,,,,,,,,,2 - Lauth 1987,,,,2 - O'Connell 1953,,,2 - DeMartini and Patten 1979,,2 - Lauth 1987,2 - Lauth 1987,2 - Orton 1955,2 - O'Connell 1953,2 - O'Connell 1953,,,2 - O'Connell 1953,2 - O'Connell 1953,2 - O'Connell 1953,,2 - Fraser 1923,,,,,,,,,,,,,2 - Lauth 1987,2 - O'Connell 1953 (TW = total weight),,2 - O'Connell 1953 (TW = total weight),2 - Jones 1962,2 - Forrester 1969a,,,2 - Lauth 1988,2 - Lauth 1988,2 - Pillsbury 1957,2 - Richardson and Washington 1980,2 - Richardson and Washington 1980,2 - Richardson and Washington 1980,,,,2 - Tasto 1975,2 - Tasto 1975,2 - Tasto 1975,,,2 - MacGinitie 1935,2 - DeMartini and Patten 1979,2 - DeMartini and Patten 1979,2 - DeMartini and Patten 1979,,,2 - MacGinitie 1935,,,,,,,,,,,,,,,,,,,,,,,,2 - Kruse 1977,2 - DeMartini and Patten 1979,2 - Yoklavich et al. 1992,,,,
,3 - Miller and Lea 1972,3 - Gates and Frey 1974,3 - Love et al. 2000,3 - Love et al. 2000,3 - DeMartini and Patten 1979,,,3 - Weiss 1969,,,,,,,,,,,,,3 - Weiss 1969,,,,3 - Weiss 1969,,,,,3 - DeMartini and Patten 1979,3 - DeMartini and Patten 1979,3 - Lauth 1987,3 - Jones 1962,3 - Jones 1962,,,3 - Jones 1962,3 - Jones 1962,3 - Jones 1962,,3 - Pillsbury 1957,,,,,,,,,,,,,3 - Lauth 1988,3 - Jones 1962,,3 - DeMartini and Patten 1979,3 - Matarese et al. 1989,3 - Tenera Environmental Services 2000,,,3 - Matarese et al. 1989,3 - Matarese et al. 1989,3 - Burns 1988,3 - Matarese et al. 1989,3 - Matarese et al. 1989,3 - Matarese et al. 1989,,,,3 - Dinnel et al. 1990,3 - Dinnel et al. 1990,3 - Dinnel et al. 1990,,,3 - Miller 1943,3 - Jones 1962,3 - Jones 1962,3 - Jones 1962,,,3 - Miller 1943,,,,,,,,,,,,,,,,,,,,,,,,3 - Tasto 1975,3 - Tasto 1975,3 - Barry et al. 1996,,,,
,4 - Robins et al. 1991,4 - Miller and Lea 1972,4 - Allen and Smith 1988,4 - Allen and Smith 1988,4 - Tasto 1975,,,4 - Jones 1962,,,,,,,,,,,,,4 - Jones 1962,,,,4 - Jones 1962,,,,,4 - Garrison and Miller 1982,,4 - DeMartini and Patten 1979,4 - Garrison and Miller 1982,4 - Garrison and Miller 1982,,,,,,,4 - Lauth 1987,,,,,,,,,,,,,4 - DeMartini and Patten 1979,,,4 - Jones 1962,,,,,4 - Barnhart 1932,4 - Barnhart 1932,4 - Lauth 1987,4 - Jones 1962,4 - Jones 1962,4 - Jones 1962,,,,4 - Barry et al. 1996,4 - Barry et al. 1996,4 - Barry et al. 1996,,,4 - Clemens and Wilby 1961,4 - Dinnel et al. 1990,4 - Dinnel et al. 1990,4 - Dinnel et al. 1990,,,4 - Clemens and Wilby 1961,,,,,,,,,,,,,,,,,,,,,,,,4 - Smedley 1934,,,,,,
,,5 - Robins et al. 1991,5 - Burge and Schultz 1973,,5 - Bayer 1985,,,5 - Tasto 1975,,,,,,,,,,,,,5 - Tasto 1975,,,,5 - Tasto 1975,,,,,5 - Burge and Schultz 1973,,,,,,,,,,,5 - Lauth 1988,,,,,,,,,,,,,5 - Jones 1962,,,,,,,,5 - Demartini and Patten 1979,5 - Demartini and Patten 1979,5 - Fuhrman et al. 1969,5 - Yoklavich et al. 1992,5 - Yoklavich et al. 1992,5 - Yoklavich et al. 1992,,,,5 - Wolf et al. 1983,5 - Wolf et al. 1983,5 - Wolf et al. 1983,,,5 - Palmer 1962,5 - Peterson and Quammen 1982,5 - Peterson and Quammen 1982,5 - Peterson and Quammen 1982,,,5 - Palmer 1962,,,,,,,,,,,,,,,,,,,,,,,,5 - Armitage 1997,,,,,,
,,6 - Reilly et al. 1994,,,6 - Weiss 1969,,,,,,,,,,,,,,,,,,,,6 - Love 1996,,,,,,,,,,,,,,,,6 - O'Connell 1953,,,,,,,,,,,,,6 - DeVlaming et al. 1984,,,,,,,,6 - Jones 1962,6 - Jones 1962,6 - Fuhrman et al. 1970,6 - Wang 1981,6 - Wang 1981,6 - Wang 1981,,,,6 - Bayer 1985,6 - Bayer 1985,6 - Bayer 1985,,,6 - Treacy 1985,6 - Wolf et al. 1983,6 - Wolf et al. 1983,6 - Wolf et al. 1983,,,6 - Treacy 1985,,,,,,,,,,,,,,,,,,,,,,,,6 - Hill and Hendrickson 1991,,,,,,
,,,,,7 - Lea et al. 1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 - DeMartini and Patten 1979,,,,,,,,,,,,,,,,,,,,,7 - Yoklavich et al. 1992,7 - Yoklavich et al. 1992,7 - McAllister 1968,7 - Barraclough 1967a,7 - Barraclough 1967a,7 - Barraclough 1967a,,,,7 - Porter 1964,7 - Porter 1964,7 - Porter 1964,,,7 - Love 1996,7 - Porter 1964,7 - Porter 1964,7 - Porter 1964,,,7 - Olesiuk et al. 1990,,,,,,,,,,,,,,,,,,,,,,,,7 - Burreson 1979,,,,,,
,,,,,8 - Armstrong 1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8 - Jones 1962,,,,,,,,,,,,,,,,,,,,,8 - Hart 1973,8 - Hart 1973,,8 - Gorbunova 1966,8 - Gorbunova 1966,8 - Gorbunova 1966,,,,8 - Fernandez et al. 1993,8 - Fernandez et al. 1993,8 - Fernandez et al. 1993,,,8 - Parkin 1998,8 - Fernandez et al. 1993,8 - Fernandez et al. 1993,8 - Fernandez et al. 1993,,,8 - Love 1996,,,,,,,,,,,,,,,,,,,,,,,,8 - Dunlap 1951,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 - DeVlaming et al. 1984,,,,,,,,,,,,,,,,,,,,,9 - Clemens and Wilby 1961,9 - Clemens and Wilby 1961,,9 - Emmett et al. 1991,9 - Emmett et al. 1991,9 - Emmett et al. 1991,,,,9 - Boothe 1967,9 - Boothe 1967,9 - Boothe 1967,,,9 - Trumble 1995,9 - Barry et al. 1996,9 - Barry et al. 1996,9 - Barry et al. 1996,,,9 - Trumble 1995,,,,,,,,,,,,,,,,,,,,,,,,9 - Lloyd 1938,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 - Boothe 1967,,,,,,,,,,,,,,,,,,,,,10 - Wang 1981,10 - Wang 1981,,10 - Barraclough and Fulton 1968,10 - Barraclough and Fulton 1968,10 - Barraclough and Fulton 1968,,,,10 - Armstrong 1991,10 - Armstrong 1991,10 - Armstrong 1991,,,10 - Dierks 1990,10 - Posey 1986,10 - Posey 1986,10 - Posey 1986,,,10 - Dierks 1990,,,,,,,,,,,,,,,,,,,,,,,,10 - Fraser 1919,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 - Tasto 1975,,,,,,,,,,,,,,,,,,,,,11 - Gorbunova 1966,11 - Gorbunova 1966,,11 - Barraclough 1967b,11 - Barraclough 1967b,11 - Barraclough 1967b,,,,11 - Armstrong et al. 1995,11 - Armstrong et al. 1995,11 - Armstrong et al. 1995,,,11 - Harvey 1982,11 - Boothe 1967,11 - Boothe 1967,11 - Boothe 1967,,,11 - Harvey 1982,,,,,,,,,,,,,,,,,,,,,,,,11 - Love and Moser 1983,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 - Garrison and Miller 1982,12 - Garrison and Miller 1982,,12 - Ambrose 1996,12 - Ambrose 1996,12 - Ambrose 1996,,,,12 - Smith 1980,12 - Smith 1980,12 - Smith 1980,,,12 - Torok 1994,12 - Armstrong 1991,12 - Armstrong 1991,12 - Armstrong 1991,,,12 - Torok 1994,,,,,,,,,,,,,,,,,,,,,,,,12 - Arai 1969,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13 - Feder et al. 1974,13 - Feder et al. 1974,,13 - Marliave 1975a,13 - Marliave 1975a,13 - Marliave 1975a,,,,13 - Dinnel et al. 1990,13 - Dinnel et al. 1990,13 - Dinnel et al. 1990,,,,13 - Armstrong et al. 1995,13 - Armstrong et al. 1995,13 - Armstrong et al. 1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 - Burge and Schultz 1973,14 - Burge and Schultz 1973,,14 - Barraclough et al. 1968,14 - Barraclough et al. 1968,14 - Barraclough et al. 1968,,,,14 - Birtwell et al. 1984,14 - Birtwell et al. 1984,14 - Birtwell et al. 1984,,,,14 - Dinnel et al. 1990,14 - Dinnel et al. 1990,14 - Dinnel et al. 1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 - Lauth 1987,15 - Lauth 1987,,,,,,,,15 - Thornburgh 1978,15 - Thornburgh 1978,15 - Thornburgh 1978,,,,15 - Birtwell et al. 1984,15 - Birtwell et al. 1984,15 - Birtwell et al. 1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 - Marliave 1975a,16 - Marliave 1975a,,,,,,,,16 - Mace 1983,16 - Mace 1983,16 - Mace 1983,,,,16 - Thornburgh 1978,16 - Thornburgh 1978,16 - Thornburgh 1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 - Quast 1968d,17 - Quast 1968d,17 - Quast 1968d,,,,17 - Quast 1968d,17 - Quast 1968d,17 - Quast 1968d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 - Conley 1977,18 - Conley 1977,18 - Conley 1977,,,,18 - Conley 1977,18 - Conley 1977,18 - Conley 1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 - Fraser 1923,19 - Fraser 1923,19 - Fraser 1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 - Quast 1968b,20 - Quast 1968b,20 - Quast 1968b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
